NDC,Cellular Operator,Telecom Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7731,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7732,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7733,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7734,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7735,R,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7736,T,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7737,T,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7738,A,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7739,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7740,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7741,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7743,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7744,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7745,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7746,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7747,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7748,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7749,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7750,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7751,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7752,A,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7753,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7754,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7755,A,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7756,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7758,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7759,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7760,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7761,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7762,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7763,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7764,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7765,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7766,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7767,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7768,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7770,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7771,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7772,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7773,I,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7774,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7775,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7776,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7777,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7778,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7779,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7780,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7781,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7782,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7783,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7784,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7785,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7786,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7787,I,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7788,I,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7789,I,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7790,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7793,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794,U,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7796,T,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7797,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7799,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7801,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7802,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7803,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7804,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7805,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7806,R,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7807,A,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7808,Q,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7809,C,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7810,R,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7811,R,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7812,R,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7813,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7814,R,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7815,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7816,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7817,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7818,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7819,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7820,R,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7821,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7823,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7824,V,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825,V,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7826,V,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7827,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7828,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7829,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7830,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7831,V,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7832,V,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833,V,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7834,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7835,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836,I,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7837,V,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7838,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7839,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7841,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7842,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7843,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7844,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845,T,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7846,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7848,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7849,R,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852,R,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853,R,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,R,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,R,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,R,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859,R,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7860,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7862,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863,R,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7865,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7868,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871,U,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7873,V,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,R,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7877,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7878,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7879,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7880,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7881,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7883,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7887,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7888,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890,I,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899,U,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7902,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7903,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7912,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7913,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7917,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7919,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7921,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7923,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7924,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7925,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7926,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7927,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7928,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7929,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7930,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7931,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7934,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7935,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7936,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7937,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7938,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7939,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7940,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7943,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7944,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7946,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7947,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7948,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7949,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7952,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7953,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7955,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7956,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7957,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7958,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7959,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7962,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7964,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7965,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7966,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7967,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7968,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7969,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7971,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7972,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7973,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7974,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7976,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7977,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7978,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7980,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7982,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7983,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7984,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7985,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7986,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7987,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7988,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7989,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7990,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7991,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7992,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7993,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7994,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7995,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7996,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7997,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7998,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001,V,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8005,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8006,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8007,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8009,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011,A,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013,C,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014,C,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015,T,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8016,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8017,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8020,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8024,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8028,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8029,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8030,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8031,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8034,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8035,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8037,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8042,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8044,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8049,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054,V,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055,R,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8056,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8057,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8058,I,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8059,I,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8060,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8061,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8063,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8064,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8065,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8066,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8067,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8068,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8069,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8073,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8074,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8075,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8076,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8077,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8078,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8079,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080,R,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8082,L,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8083,C,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8085,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8086,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8087,T,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8088,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8089,T,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090,T,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8091,T,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8092,T,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8093,T,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8094,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8095,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8096,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8097,T,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8098,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8099,R,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
