NDC,Cellular Operator,Telecom Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8836,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8837,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8838,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8839,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8840,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8841,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8842,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8843,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8844,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8845,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8846,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8847,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8848,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8849,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8850,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8851,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8852,T,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8853,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8854,T,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8855,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8856,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8857,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8858,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8859,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8860,V,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8861,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8862,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8863,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8864,U,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8866,T,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8867,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8868,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8869,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8870,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8871,T,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8872,I,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8873,I,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8874,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8875,V,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8876,V,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8877,V,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8878,V,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8879,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8880,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8881,R,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8882,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8883,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8884,V,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8885,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8886,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8887,B,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8888,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8890,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8891,T,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892,C,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8893,R,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8894,A,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8895,B,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8896,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8897,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8898,C,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8899,R,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8900,B,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901,B,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8902,B,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8903,B,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8904,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8905,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906,C,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8907,C,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8908,C,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8909,C,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8910,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8911,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8912,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8914,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8915,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8916,$,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8917,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8918,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8919,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8920,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8922,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8923,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8924,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8925,y,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8926,y,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8927,R,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8928,R,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8929,R,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8931,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8932,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8933,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8934,I,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8935,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8936,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8937,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8938,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8939,V,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8940,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8941,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8942,U,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8943,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8944,U,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,U,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8946,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8947,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8948,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8949,-,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,T,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8952,C,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8953,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8954,V,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8955,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,R,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8957,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8958,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8959,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8960,T,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8961,T,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8962,T,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8963,*,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8964,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8966,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8967,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8968,A,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8969,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8970,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8971,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8972,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8973,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974,A,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8975,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8976,T,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8978,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8979,A,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8980,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8981,T,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982,T,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8983,T,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8984,T,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8985,B,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8986,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987,B,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8988,B,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8989,B,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8990,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8991,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8992,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8993,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8995,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8996,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8997,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8998,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8999,#,##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,A,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,A,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,A,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007,A,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9008,A,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9010,I,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9011,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9012,I,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013,M,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9014,R,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,R,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016,R,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9017,R,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018,R,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019,R,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,R,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021,R,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022,R,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023,R,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024,R,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9025,R,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026,R,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9027,R,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9028,T,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029,T,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,T,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032,T,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033,T,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9034,T,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,T,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,T,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,T,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039,T,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,T,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,T,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,T,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,T,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,T,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,T,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,T,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,V,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,V,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,V,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,U,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,U,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,U,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,U,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,U,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,U,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,U,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,U,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,U,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,D,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,D,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,D,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,C,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,D,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,D,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,D,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,D,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9071,D,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9072,D,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,D,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9074,D,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9076,D,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9077,D,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,D,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9079,D,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9080,D,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,D,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,D,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,D,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,U,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9085,I,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9086,I,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,I,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9088,I,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,I,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090,I,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9091,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9092,I,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9093,I,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094,C,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9095,C,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9096,A,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9097,C,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9098,R,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9099,V,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,L,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9101,L,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9102,L,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9103,R,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9104,L,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9105,L,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9106,L,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9107,L,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9108,L,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9109,L,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9110,L,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9111,L,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9112,L,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9113,L,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9114,L,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9115,L,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9116,L,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,L,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9118,L,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,L,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9120,L,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9121,U,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9122,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123,U,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9124,U,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9125,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9126,U,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9127,Q,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9128,Q,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9129,Q,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9130,I,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9131,Q,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9132,Q,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9133,y,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9134,y,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9135,y,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9136,y,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9137,y,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9138,y,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139,y,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9140,y,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,y,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9142,y,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,y,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9144,y,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9145,y,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146,y,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9147,y,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9148,y,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9149,y,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9150,y,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9152,y,UW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9153,y,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9154,U,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9155,U,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9156,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9157,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9158,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9159,V,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9160,V,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9161,V,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9162,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9163,A,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9164,I,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165,I,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166,A,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9167,V,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168,V,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9169,C,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9170,U,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,U,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9172,U,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9173,U,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9174,U,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175,U,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9176,V,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9177,A,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9178,A,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9179,A,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9180,b,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9181,b,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9182,b,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9183,b,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9184,b,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,b,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9186,b,JK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9187,b,KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188,b,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,b,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9190,b,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191,b,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9192,b,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9193,b,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,b,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9195,b,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9196,b,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9197,b,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9198,A,UE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9199,A,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,t,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201,t,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9202,t,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
